molecule_id,smiles,target_id,predicted_pIC50,ai_status,docking_score,binding_affinity,docking_status,consensus_score,molecular_weight,logp,hbd,hba,psa,rotatable_bonds,lipinski_violations,drug_likeness_score,drug_likeness_status
obovatin,O=C1CC(Oc2c1c(O)cc1c2C=CC(O1)(C)C)c1ccccc1,default,6.03,success,-9.01,,success,0.46950000000000003,322.36,4.28,1,4,55.76,1,0,-10.26,success
"5,6-dehydrolupanine",O=C1CCC=C2N1C[C@@H]1C[C@H]2CN2[C@H]1CCCC2,default,5.5,success,-6.04,,success,0.32633333333333336,246.35,2.0,0,2,23.55,0,0,-10.33,success
anagyrine,O=c1cccc2n1C[C@H]1C[C@@H]2CN2[C@@H]1CCCC2,default,5.3306,success,-6.21,,success,0.3178833333333333,244.34,1.82,0,3,25.24,0,0,-10.55,success
cytisine,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1,default,5.0234,success,-5.37,,success,0.2642833333333333,190.25,0.55,1,3,34.03,0,0,-9.99,success
baptifoline,O[C@H]1CCN2[C@H](C1)[C@@H]1C[C@@H](C2)c2n(C1)c(=O)ccc2,default,5.4264,success,-7.47,,success,0.3678666666666667,260.34,0.79,1,4,45.47,0,0,-10.22,success
N-methylcytisine,O=CN1CC2CC(C1)c1n(C2)c(=O)ccc1,default,5.5261,success,-4.12,,success,0.2645083333333333,218.26,0.42,0,3,42.31,1,0,-9.87,success
lupanine,O=C1CCC[C@H]2N1C[C@@H]1C[C@H]2CN2[C@H]1CCCC2,default,5.357,success,-6.0,,success,0.3130833333333334,248.37,1.87,0,2,23.55,0,0,-10.3,success
ammodendrine,CC(=O)N1CCCC(=C1)[C@H]1CCCCN1,default,4.6513,success,-7.38,,success,0.300275,208.3,1.65,1,2,32.34,1,0,-10.15,success
N-acetylcytisine,CC(=O)N1CC2CC(C1)c1n(C2)c(=O)ccc1,default,5.35,success,-4.39,,success,0.2588333333333333,232.28,0.81,0,3,42.31,0,0,-10.09,success
sparteine,C1CC[C@@H]2N(C1)C[C@@H]1C[C@H]2CN2[C@@H]1CCCC2,default,4.6847,success,-4.65,,success,0.21205833333333335,234.39,2.35,0,2,6.48,0,0,-10.53,success
rhombifoline,C=CCCN1C[C@@H]2C[C@@H](C1)c1n(C2)c(=O)ccc1,default,5.4319,success,-6.54,,success,0.337325,244.34,1.84,0,3,25.24,3,0,-10.36,success
6beta-hydroxylupanine,O=C1CCC[C@H]2N1C(O)[C@@H]1C[C@@H]2CN2[C@H]1CCCC2,default,5.5434,success,-9.53,,success,0.44628333333333337,264.37,1.19,1,3,43.78,0,0,-10.09,success
"3-(4-methoxyphenyl)-6-methoxy-8,8-dimethyl-4H,8H-benzo[1,2-b:3,4-b']dipyran-4-one",COc1cc2c(=O)c(coc2c2c1OC(C)(C)C=C2)c1ccc(cc1)OC,default,5.8848,success,-7.62,,success,0.4110666666666667,364.4,4.66,0,5,57.9,3,0,-9.64,success
ferrugone,COc1c2OCOc2c(cc1c1coc2c(c1=O)ccc1c2C=CC(O1)(C)C)OC,default,5.7049,success,-7.51,,success,0.39240833333333336,408.41,4.39,0,7,76.36,3,0,-9.41,success
jamaicin,COc1cc2OCOc2cc1c1coc2c(c1=O)ccc1c2C=CC(O1)(C)C,default,5.6115,success,-8.12,,success,0.40495833333333336,378.38,4.38,0,6,67.13,2,0,-9.74,success
7-hydroxy-4'-methoxy-3'-prenylisoflavone,COc1ccc(cc1CC=C(C)C)c1coc2c(c1=O)ccc(c2)O,default,5.7829,success,-8.77,,success,0.44090833333333335,336.39,4.68,1,4,59.67,4,0,-9.62,success
corylin,Oc1ccc2c(c1)occ(c2=O)c1ccc2c(c1)C=CC(O2)(C)C,default,5.8917,success,-8.56,,success,0.442975,320.34,4.35,1,4,59.67,1,0,-9.88,success
erysubin F,CC(=CCc1cc(ccc1O)c1coc2c(c1=O)ccc(c2CC=C(C)C)O)C,default,5.9901,success,-7.34,,success,0.41050833333333336,390.48,5.89,2,4,70.67,5,1,-8.65,success
3'-prenylbiochanin,COc1c(O)cc(cc1CC=C(C)C)c1coc2c(c1=O)c(OC)cc(c2)O,default,5.7465,success,-8.02,,success,0.412875,382.41,4.4,2,6,89.13,5,0,-9.25,success
5'-formylpratensein,O=Cc1cc(ccc1OC)c1coc2c(c1=O)c(O)cc(c2)O,default,5.571,success,-11.22,,success,0.5049166666666667,312.28,2.69,2,6,96.97,3,0,-9.86,success
postratol,CC(=CCc1c2O[C@@H](CC(=O)c2cc(c1O)CC=C(C)C)c1ccc(c(c1)CC=C(C)C)O)C,default,5.8678,success,-7.35,,success,0.40064999999999995,460.61,7.33,2,4,66.76,7,1,-7.8,success
"(6aR,11aR )-7,8,9-trimethoxy-3-hydroxypterocarpan",COc1c(OC)cc2c(c1OC)[C@H]1COc3c([C@H]1O2)ccc(c3)O,default,5.5013,success,-11.25,,success,0.5001083333333333,330.34,3.03,1,6,66.38,3,0,-10.44,success
3-O-prenylmaackiain,CC(=CCOc1ccc2c(c1)OC[C@H]1[C@@H]2Oc2c1cc1c(c2)OCO1)C,default,6.0063,success,-7.86,,success,0.42919166666666675,352.39,4.37,0,5,46.15,3,0,-10.06,success
calopogonium isoflavone B,O=c1c(coc2c1ccc1c2C=CC(O1)(C)C)c1ccc2c(c1)OCO2,default,6.0644,success,-7.56,,success,0.4240333333333334,348.35,4.37,0,5,57.9,1,0,-9.99,success
maximaisoflavone B,CC(=CCOc1ccc2c(c1)occ(c2=O)c1ccc2c(c1)OCO2)C,default,5.8954,success,-8.49,,success,0.44095000000000006,350.37,4.53,0,5,57.9,4,0,-9.57,success
durmillone,COc1cc2c(=O)c(coc2c2c1OC(C)(C)C=C2)c1ccc2c(c1)OCO2,default,6.0817,success,-7.51,,success,0.42380833333333334,378.38,4.38,0,6,67.13,2,0,-9.71,success
"7-hydroxy-8,3',4'-trimethoxyisoflavone",COc1cc(ccc1OC)c1coc2c(c1=O)ccc(c2OC)O,default,5.5758,success,-10.66,,success,0.48665,328.32,3.19,1,6,78.13,4,0,-9.93,success
calopogonium isoflavone A,COc1ccc(cc1)c1coc2c(c1=O)ccc1c2C=CC(O1)(C)C,default,5.6581,success,-7.75,,success,0.39650833333333335,334.37,4.65,0,4,48.67,2,0,-9.86,success
"6a,12a-dehydrodeguelin",COc1cc2Oc3c(COc2cc1OC)oc1c(c3=O)ccc2c1C=CC(O2)(C)C,default,5.5194,success,-7.59,,success,0.3796166666666667,408.41,4.68,0,7,76.36,2,0,-9.45,success
(S)-lupinifolin 4'-methyl ether,COc1ccc(cc1)[C@@H]1CC(=O)c2c(O1)c(CC=C(C)C)c1c(c2O)C=CC(O1)(C)C,default,6.1139,success,-7.84,,success,0.4374916666666666,420.51,5.8,1,5,64.99,4,1,-8.79,success
lupinifolin,CC(=CCc1c2OC(CC(=O)c2c(c2c1OC(C)(C)C=C2)O)c1ccc(cc1)O)C,default,6.3233,success,-7.36,,success,0.4389416666666667,406.48,5.5,2,5,75.99,3,1,-8.96,success
"6,7-dimethyl-4-chromanone",O=C1CCOc2c1cc(C)c(c2)C,default,5.4463,success,-7.02,,success,0.354525,176.21,2.27,0,2,26.3,0,0,-10.42,success
4'-prenyloxyderrone,CC(=CCOc1ccc(cc1)c1coc2c(c1=O)c(O)cc1c2C=CC(O1)(C)C)C,default,6.5852,success,-7.72,,success,0.47276666666666667,404.46,5.69,1,5,68.9,4,1,-8.78,success
8-O-methylretusin,COc1ccc(cc1)c1coc2c(c1=O)ccc(c2OC)O,default,5.4928,success,-10.86,,success,0.4864,298.29,3.18,1,5,68.9,3,0,-10.01,success
maximaisoflavone H,COc1ccc(cc1)c1coc2c(c1=O)ccc1c2OCO1,default,5.5509,success,-10.0,,success,0.462575,296.28,3.2,0,5,57.9,2,0,-10.1,success
maximaisoflavone J,COc1ccc(cc1)c1coc2c(c1=O)ccc(c2)OCC=C(C)C,default,5.5156,success,-8.49,,success,0.4093,336.39,4.81,0,4,48.67,5,0,-9.43,success
afrormosin,COc1ccc(cc1)c1coc2c(c1=O)cc(c(c2)O)OC,default,5.2224,success,-10.83,,success,0.4628666666666667,298.29,3.18,1,5,68.9,3,0,-10.07,success
wistin,OC[C@H]1O[C@@H](Oc2cc3occ(c(=O)c3cc2OC)c2ccc(cc2)OC)[C@@H]([C@H]([C@@H]1O)O)O,default,5.7911,success,-4.54,,success,0.3005916666666667,460.44,0.66,4,10,148.05,6,0,-8.0,success
chrysin,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1,default,5.3328,success,-10.9,,success,0.4744,254.24,2.87,2,4,70.67,1,0,-10.07,success
milldurone,COc1cc2c(cc1OC)occ(c2=O)c1cc2OCOc2cc1OC,default,4.848,success,-9.84,,success,0.39866666666666667,356.33,3.21,0,7,76.36,4,0,-9.86,success
"7,3'-dimethoxy-4',5'-methylenedioxyisoflavone",COc1ccc2c(c1)occ(c2=O)c1cc(OC)c2c(c1)OCO2,default,5.4865,success,-9.97,,success,0.4562083333333334,326.3,3.21,0,6,67.13,3,0,-10.05,success
"5,14-dimethylbudmunchiamine L1",CCC1OC(=O)C(C)C(OC2OC(C)C(C(C2)(C)OC)O)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(CC(C(=O)C(C(C1(C)O)O)C)C)(C)O,default,6.4351,success,-1.83,,success,0.263925,733.94,1.79,5,14,193.91,7,2,-6.48,success
6-hydroxybudmunchiamine K,CCCCCCCCCC(CCCCCC1CC(=O)NCCCN(C)CCCCN(CCCN1C)C)O,default,5.8901,success,-6.33,,success,0.3685083333333333,524.88,5.68,2,5,59.05,14,2,-7.08,success
5-normethylbudmunchiamine K,CCCCCCCCCCCCCCCC1NCCCN(C)CCCCN(CCCNC(=O)C1)C,default,5.4767,success,-6.32,,success,0.333725,494.85,6.37,2,4,47.61,14,1,-7.37,success
6-hydroxy-5-normethylbudmunchiamine K,CCCCCCCCCC(CCCCCC1NCCCN(C)CCCCN(CCCNC(=O)C1)C)O,default,5.9073,success,-5.83,,success,0.353275,510.85,5.34,3,5,67.84,14,2,-7.18,success
budmunchiamine K,CCCCCCCCCCCCCCCC1CC(=O)NCCCN(C)CCCCN(CCCN1C)C,default,5.4672,success,-6.0,,success,0.3222666666666667,508.88,6.71,1,4,38.82,14,2,-7.05,success
"5,7,4'-trihydroxy-6-[1-hydroxy-2-methylbuten-2-yl]isoflavone",OC/C(=C/Cc1c(O)cc2c(c1O)c(=O)c(co2)c1ccc(cc1)O)/C,default,5.952,success,-9.95,,success,0.4943333333333333,354.36,3.06,4,6,111.13,4,0,-9.51,success
"7,2'-dihydroxy-4'-methoxyisoflav-3-ene",COc1ccc(c(c1)O)C1=Cc2c(OC1)cc(cc2)O,default,4.9661,success,-10.89,,success,0.4435083333333334,270.28,3.04,2,4,58.92,2,0,-10.41,success
"6,6'-dihydroxy-4'-methoxy-2-arylbenzofuran",COc1ccc(c(c1)O)c1cc2c(o1)cc(cc2)O,default,4.6678,success,-11.44,,success,0.4369833333333333,256.26,3.52,2,4,62.83,2,0,-9.99,success
medicarpan,COc1ccc2c(c1)O[C@H]1[C@@H]2COc2c1ccc(c2)O,default,5.2896,success,-11.02,,success,0.4748,270.28,3.01,1,4,47.92,1,0,-10.49,success
wighteone,CC(=CCc1c(O)cc2c(c1O)c(=O)c(co2)c1ccc(cc1)O)C,default,5.9337,success,-11.17,,success,0.533475,338.36,4.09,3,5,90.9,3,0,-9.49,success
lupiwighteone,CC(=CCc1c(O)cc(c2c1occ(c2=O)c1ccc(cc1)O)O)C,default,6.1284,success,-10.86,,success,0.5393666666666667,338.36,4.09,3,5,90.9,3,0,-9.49,success
gancaonin C,OC/C(=C/Cc1c(O)cc(c2c1occ(c2=O)c1ccc(cc1)O)O)/C,default,6.1434,success,-9.03,,success,0.47961666666666664,354.36,3.06,4,6,111.13,4,0,-9.51,success
"7,3'-dihydroxy-4'-methoxyisoflavone",COc1ccc(cc1O)c1coc2c(c1=O)ccc(c2)O,default,5.3788,success,-10.65,,success,0.46990000000000004,284.27,2.88,2,5,79.9,2,0,-10.01,success
madurensine,C/C=C/1\C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3C[C@@H](OC1=O)[C@@H](O)C23,default,5.9548,success,-7.95,,success,0.42789999999999995,351.4,0.16,2,7,96.3,0,0,-9.27,success
anacrotine,C/C=C\1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3[C@H]2[C@H](OC1=O)[C@H](O)C3,default,5.9791,success,-7.6,,success,0.4182583333333333,351.4,0.16,2,7,96.3,0,0,-9.23,success
usaramine,C/C=C/1\C[C@@H](C)[C@](O)(CO)C(=O)OCC2=CCN3[C@H]2[C@H](OC1=O)CC3,default,5.611,success,-7.73,,success,0.39191666666666664,351.4,0.17,2,7,96.3,1,0,-9.21,success
9-angeloylanacrotine,C/C=C(\C(=O)O[C@]1(C)C(=O)OCC2=CCN3C2[C@@H](OC(=O)/C(=C\C)/C[C@@H]1C)CC3)/C,default,5.9797,success,-9.43,,success,0.47930833333333334,417.5,2.71,0,7,82.14,2,0,-9.2,success
9-hydroxyheptanoylretronecine,CCCCCCC(=O)OCC1=CCN2C1[C@H](O)CC2,default,5.2561,success,-9.12,,success,0.408675,267.37,1.88,1,4,49.77,7,0,-9.3,success
9-hydroxyisohexenoylretronecine,O=C(OCC1=CCN2C1[C@H](O)CC2)CC=C(C)C,default,5.2075,success,-9.63,,success,0.42162499999999997,251.33,1.26,1,4,49.77,4,0,-9.56,success
monocrotaline,O=C1O[C@@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@]([C@]([C@H]1C)(C)O)(C)O,default,5.3475,success,-8.15,,success,0.38395833333333335,325.36,-0.39,2,7,96.3,0,0,-9.14,success
heliotridine,OCC1=CCN2[C@H]1[C@@H](O)CC2,default,4.9043,success,-5.48,,success,0.258025,155.2,-0.65,2,3,43.7,1,0,-9.04,success
axillaridine,CCC1(O)C(=O)OCC2=CCN3[C@H]2[C@H](OC(=O)C(C1O)C(C)C)CC3,default,5.715,success,-7.75,,success,0.40125,353.42,0.24,2,7,96.3,2,0,-9.33,success
tashiromine,OC[C@H]1CCCN2[C@@H]1CCC2,default,4.5377,success,-5.29,,success,0.22114166666666668,155.24,0.85,1,2,23.47,1,0,-9.73,success
"5,6-dehydro-7,9-dihydroxy-7H-pyrrolizine-ethylether",CCOC1CCN2C1C(CO)CC2,default,4.9384,success,-5.32,,success,0.25553333333333333,185.27,0.48,1,3,32.7,3,0,-9.56,success
methylmonocrotaline,O=C1O[C@H]2CCN3C2C(=CC3)COC(=O)[C@@]([C@@](C1(C)C)(C)O)(C)O,default,5.3228,success,-7.68,,success,0.36623333333333336,339.39,-0.0,2,7,96.3,0,0,-9.33,success
jacoline,C[C@H]([C@@]1(O)C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3[C@H]2[C@H](OC1=O)CC3)O,default,5.7216,success,-7.86,,success,0.40546666666666664,369.41,-0.64,3,8,116.53,1,0,-8.85,success
sceleratine,OCC1(O)C(=O)O[C@@H]2CCN3C2C(=CC3)COC(=O)C([C@@H](C1C)C)(C)O,default,5.5464,success,-8.46,,success,0.4108666666666667,369.41,-0.78,3,8,116.53,1,0,-8.73,success
7-tiglyl-9-dihydroxy-senecioylretronecine,C/C=C(/C(=O)OC1CCN2C1C(=CC2)C(O)O)\C,default,5.0684,success,-8.05,,success,0.35736666666666667,253.3,0.19,2,5,70.0,3,0,-8.87,success
acetylsenecivernine,CC(=O)O[C@]1(C)C(=O)OCC2=CCN3C2[C@@H](OC(=O)C(=C)[C@H]([C@H]1C)C)CC3,default,5.534,success,-9.1,,success,0.4311666666666667,377.44,1.62,0,7,82.14,1,0,-9.34,success
senkirkine,C/C=C\1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN(CC[C@@H](OC1=O)C2=O)C,default,5.5786,success,-9.92,,success,0.4622166666666666,365.43,1.01,1,7,93.14,0,0,-9.59,success
hydroxysenkirkine,C/C=C\1/C[C@@H](C)[C@](O)(CO)C(=O)OCC2=CC[N+]3([C@]2([C@H](OC1=O)CC3)O)C,default,5.818,success,-7.74,,success,0.4095,382.43,-0.37,3,7,113.29,1,0,-8.57,success
9-isosenecioylretronecine,CC(=C)CC(=O)OCC1=CCN2C1[C@H](O)CC2,default,5.2189,success,-5.34,,success,0.27957499999999996,237.3,0.87,1,4,49.77,4,0,-9.41,success
trichodesmine,CC([C@H]1C(=O)O[C@@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@]([C@]1(C)O)(C)O)C,default,5.641,success,-8.4,,success,0.41675000000000006,353.42,0.24,2,7,96.3,1,0,-9.37,success
retronecine,OCC1=CCN2[C@H]1[C@H](O)CC2,default,4.9043,success,-5.42,,success,0.256025,155.2,-0.65,2,3,43.7,1,0,-9.04,success
9-angeloylretronecine,C/C=C(\C(=O)OCC1=CCN2(=O)[C@H]1[C@H](O)CC2)/C,default,5.5725,success,-7.71,,success,0.3880416666666666,253.3,0.88,1,4,69.59,3,0,-9.04,success
7-senecioylretronecine,OCC1=CCN2[C@H]1[C@@H](CC2)OC(=O)C=C(C)C,default,5.2459,success,-5.12,,success,0.27449166666666663,237.3,0.87,1,4,49.77,3,0,-9.35,success
"1,9-dihydroxy-3-methoxy-2-methylpterocarpan",COc1cc2OC[C@@H]3[C@H](c2c(c1C)O)Oc1c3ccc(c1)O,default,5.8733,success,-11.03,,success,0.523775,300.31,3.02,2,5,68.15,1,0,-10.39,success
"5,7-dihydroxy-2',3',4'-trimethoxy-6-(3-methylbut-2-enyl)isoflavanone",COc1c(OC)c(OC)ccc1c1coc2c(c1=O)c(O)c(c(c2)O)CC=C(C)C,default,5.5947,success,-8.44,,success,0.41422499999999995,412.44,4.41,2,7,98.36,6,0,-8.84,success
"5,4'-dihydroxy-7,2'-dimethoxy-6-methylisoflavanone",COc1cc(O)ccc1c1coc2c(c1=O)c(O)c(c(c2)OC)C,default,5.2494,success,-11.24,,success,0.4787833333333333,328.32,3.2,2,6,89.13,3,0,-9.89,success
edudiol,COc1c2c(OCC3C2Oc2c3ccc(c2)O)cc(c1CC=C(C)C)O,default,6.244,success,-9.18,,success,0.493,354.4,4.22,2,5,68.15,3,0,-9.96,success
7-oxo-15-hydroxydehydroabietic acid,OC(=O)[C@]1(C)CCC[C@]2([C@H]1CC(=O)c1c2ccc(c1)C(C)C)C,default,5.6373,success,-8.74,,success,0.427775,314.43,4.55,1,2,54.37,2,0,-10.22,success
7-hydroxycallitrisic acid,OC(=O)[C@@]1(C)CCC[C@]2([C@H]1CC(O)c1c2ccc(c1)C(C)C)C,default,5.9421,success,-9.03,,success,0.46284166666666665,316.44,4.4,2,2,57.53,2,0,-10.24,success
"(S)-3,4',5-trihydroxy-2',7-dimethoxy-3'-prenylisoflavanone",COc1cc(O)c2c(c1)OC[C@@](C2=O)(O)c1ccc(c(c1OC)CC=C(C)C)O,default,5.6226,success,-10.31,,success,0.4788833333333333,400.43,3.09,3,7,105.45,5,0,-9.37,success
"(S)-3,5-dihydroxy-2',7-dimethoxy-2'',2''-dimethylpyrano[5'',6'':3',4']isoflavanone",COc1cc(O)c2c(c1)OC[C@@](C2=O)(O)c1ccc2c(c1OC)C=CC(O2)(C)C,default,5.7068,success,-10.52,,success,0.4929,398.41,3.06,2,7,94.45,3,0,-9.85,success
dalbergin,COc1cc2oc(=O)cc(c2cc1O)c1ccccc1,default,5.1943,success,-10.7,,success,0.45619166666666666,268.27,3.17,1,4,59.67,2,0,-10.02,success
(-)-mesquitol,O[C@H]1Cc2ccc(c(c2O[C@@H]1c1ccc(c(c1)O)O)O)O,default,5.6372,success,-9.52,,success,0.45376666666666665,290.27,1.55,5,6,110.38,1,0,-9.66,success
amorphaquinone,COC1=C(OC)C(=O)C(=CC1=O)C1COc2c(C1)ccc(c2OC)O,default,5.2808,success,-11.24,,success,0.4814,346.34,1.53,1,7,91.29,4,0,-10.02,success
pendulone,COC1=C(OC)C(=O)C=C(C1=O)C1COc2c(C1)ccc(c2)O,default,5.0578,success,-10.7,,success,0.44481666666666664,316.31,1.53,1,6,82.06,3,0,-10.13,success
lupenone,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]1CC[C@H]3[C@@]([C@]1(C)CC2)(C)CC[C@@H]1[C@]3(C)CCC(=O)C1(C)C)C,default,5.1471,success,-3.78,,success,0.2215916666666667,424.71,8.23,0,1,17.07,1,1,-8.52,success
betulinic acid,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]1CC[C@H]3[C@@]([C@]1(C)CC2)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C(=O)O,default,4.1644,success,-6.21,,success,0.22069999999999995,456.71,7.09,2,2,57.53,2,1,-8.17,success
acacic acid lactone,O[C@@H]1C[C@]2(C)C(=CC[C@H]3[C@@]2(C)CC[C@@H]2[C@]3(C)CC[C@@H](C2(C)C)O)[C@H]2[C@@]31C[C@H](OC3=O)C(C2)(C)C,default,5.7615,success,-6.53,,success,0.36445833333333333,470.69,5.66,2,4,66.76,0,1,-8.39,success
benzyl alcohol,OCc1ccccc1,default,4.2112,success,-7.11,,success,0.2546,108.14,1.18,1,1,20.23,1,0,-9.95,success
lithospermoside,N#C/C=C\1/C=C[C@H]([C@@H]([C@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O,default,5.857,success,-4.81,,success,0.3150833333333334,329.31,-3.09,6,9,163.63,3,1,-7.49,success
galegine,CC(=CCN=C(N)N)C,default,4.4273,success,-4.08,,success,0.17160833333333333,127.19,0.23,2,1,64.4,2,0,-8.79,success
4-hydroxygalegine,OC/C(=C/CN=C(N)N)/C,default,4.5489,success,-5.4,,success,0.22574166666666667,143.19,-0.8,3,2,84.63,3,0,-8.26,success
(+)-vasicine,O[C@H]1CCN2C1=Nc1ccccc1C2,default,4.8687,success,-8.46,,success,0.35439166666666666,188.23,1.3,1,3,35.83,0,0,-10.23,success
(+)-vasicinone,O[C@@H]1CCn2c1nc1ccccc1c2=O,default,4.9882,success,-5.55,,success,0.26735,202.21,0.83,1,4,55.12,0,0,-9.92,success
smirnovine,N/C(=N\CC=C(C)C)/NCCCCNC(=O)C,default,4.8352,success,-4.64,,success,0.22426666666666667,240.35,0.77,3,2,79.51,7,0,-8.55,success
hydroxysmirnovine,OC/C(=C/CN(C(=N)N)CCCCNC(=O)C)/C,default,5.0935,success,-6.1,,success,0.29445833333333327,256.35,0.04,4,3,102.44,8,0,-8.12,success
vicenin-2,OC[C@H]1O[C@H]([C@@H]([C@@H]([C@@H]1O)O)O)c1c(O)c([C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)c(c2c1oc(cc2=O)c1ccc(cc1)O)O,default,6.4036,success,-2.7,,success,0.2903,594.52,-2.39,11,15,271.2,5,3,-6.08,success
"7,7''-beta-diglucoside of (2S,3R)-chamaejasmin",OC[C@H]1OC(Oc2cc(O)c3c(c2)O[C@@H]([C@H](C3=O)[C@@H]2[C@H](Oc3c(C2=O)c(O)cc(c3)OC2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)c2ccc(cc2)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,default,6.6113,success,0.28,,success,0.21760833333333332,866.78,-0.57,12,20,332.28,9,3,-5.36,success
"3,4-dihydroxy-9-methoxypterocarpan",COc1ccc2c(c1)OC1C2COc2c1ccc(c2O)O,default,5.4461,success,-10.83,,success,0.48150833333333337,286.28,2.72,2,5,68.15,1,0,-10.45,success
"5alpha-stigmasta-7,22-dien-3beta-ol",CC[C@@H](C(C)C)/C=C/[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1C2=CC[C@@H]2[C@]1(C)CC[C@@H](C2)O)C,default,5.7662,success,-4.95,,success,0.31218333333333337,412.7,7.8,1,1,20.23,5,1,-8.27,success
lambertiamic acid,C=C1CC[C@@H]2[C@]([C@H]1CCc1cocc1)(C)CCC[C@]2(C)C(=O)O,default,5.4794,success,-8.11,,success,0.39361666666666667,316.44,5.08,1,2,50.44,4,1,-9.66,success
lambertianol,OCC1(C)CCCC2(C1CCC(=C)C2CCc1cocc1)C,default,5.5813,success,-8.97,,success,0.430775,302.46,4.98,1,2,33.37,4,0,-9.97,success
trans-communic acid,C=C/C(=C/C[C@H]1C(=C)CC[C@@H]2[C@]1(C)CCC[C@]2(C)C(=O)O)/C,default,5.5013,success,-6.61,,success,0.34544166666666665,302.46,5.37,1,1,37.3,4,1,-9.09,success
fallacinol,OCc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)OC,default,5.642,success,-11.05,,success,0.5051666666666668,300.27,1.37,3,6,104.06,2,0,-9.74,success
rhein methylester,COC(=O)c1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)ccc1,default,4.9827,success,-10.55,,success,0.4335583333333334,298.25,1.66,2,6,100.9,1,0,-9.79,success
parietinic acid,COc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)C(=O)O,default,5.1959,success,-10.75,,success,0.4579916666666667,314.25,1.58,3,6,121.13,2,0,-9.6,success
parietinic acid methyl ester,COc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)C(=O)OC,default,5.1166,success,-11.41,,success,0.4733833333333334,328.28,1.67,2,7,110.13,2,0,-9.74,success
(25R)-3beta-hydroxy-5beta-spirostan-12-one 3-O-{beta-D-glucopyranosyl-(1â†’2)-[alpha-1-arabinopyranosyl-(1â†’6)]-beta- D-glucopyranoside},OC[C@H]1OC(O[C@H]2C(O[C@H]3CC[C@]4([C@@H](C3)CC[C@@H]3[C@@H]4CC(=O)[C@]4([C@H]3C[C@H]3[C@@H]4[C@H](C)[C@]4(O3)CCC(CO4)C)C)C)O[C@@H]([C@H]([C@@H]2O)O)COC2OC[C@H]([C@H]([C@@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,default,6.9555,success,-0.02,,success,0.24695833333333334,887.03,-0.92,9,18,272.98,8,3,-5.35,success
(25R)-5beta-spirostan-3beta-ol 3-O-{beta-D-glucopyranosyl-(1â†’2)-[alpha-L-arabinopyranosyl-(1â†’6)]-beta- D-glucopyranoside},OC[C@H]1OC(O[C@H]2C(O[C@H]3CC[C@]4([C@@H](C3)CC[C@@H]3[C@@H]4CC[C@]4([C@H]3C[C@H]3[C@@H]4[C@H](C)[C@]4(O3)CCC(CO4)C)C)C)O[C@@H]([C@H]([C@@H]2O)O)COC2OC[C@H]([C@H]([C@@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,default,6.9209,success,-0.42,,success,0.2574083333333333,873.04,-0.09,9,17,255.91,8,3,-5.66,success
"26-O-beta-D-glucopyranosyl]-22alpha-methoxy-(25R)-furostan-3beta,26-diol 3-O-{beta-D-glucopyranosyl-(1â†’2)-[beta-D-glucopyranoside}",OC[C@H]1OC(O[C@H]2CC[C@]3(C(C2)CC[C@@H]2[C@@H]3CC[C@]3([C@H]2C[C@H]2[C@@H]3[C@H](C)[C@@](O2)(OC)CC[C@H](COC2O[C@@H](CO)[C@@H]([C@H]([C@@H]2O)O)O)C)C)C)[C@@H]([C@H]([C@@H]1O)O)OC1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,default,6.8139,success,-0.23,,success,0.24215833333333334,935.11,-1.13,11,19,296.37,14,3,-4.96,success
"4alpha-methoxy-5,9-oxahimachal-9-ene",COC1[C@H](C)CC[C@@H]2C31OC(=C2C)CCC3(C)C,default,5.3268,success,-7.71,,success,0.3675666666666667,250.38,3.91,0,2,18.46,1,0,-10.15,success
