molecule_id,tx_hash,hash_calculation_time,blockchain_lookup_time,total_verification_time,calculated_hash,verification_success
training_mol_1,0xb49b8ebda3078cb08cfbd391dbe209b92795762a68f4ed53e9253c6cc5d1b654,3.890000516548753e-05,0.20900000000000002,0.2090389000051655,95c251d0cc73d78f...,True
training_mol_2,0x03f25a3b8b4e1c05ec2139914fe07fa6d263086a4112e1fe71a741ac865928e0,2.859998494386673e-05,0.20600000000000002,0.20602859998494388,ae51862fd06d05fb...,True
training_mol_3,0x5273b701d3c2412f76f2fdd0adae9a562098d84aa72b7944b6275ac89116a62e,2.2299995180219412e-05,0.23900000000000002,0.23902229999518024,81c462286806eea5...,True
training_mol_4,0x13788b7eb82ea111f6bdfb4c40f02346b440c80657186ee3ed8dbb7533e9498d,2.5800021830946207e-05,0.281,0.281025800021831,ffa20430de62257f...,True
training_mol_5,0xc39f306620bbeda3e848ac5f807e06d2471c6399ebc3b1bee94e6e19d40679a0,4.700000863522291e-05,0.28800000000000003,0.28804700000863526,acd6e323f583819e...,True
