molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL191083,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,active,550
CHEMBL3330737,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O,active,410
CHEMBL3330738,N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1,inactive,10000
CHEMBL3330739,O=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1,intermediate,7100
CHEMBL3330740,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(N)=O,intermediate,1500
CHEMBL3330741,O=C1NC(=O)C(=Cc2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)C(=O)N1,inactive,10000
CHEMBL3330742,CN1C(=O)C(=Cc2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)C(=O)N(C)C1=O,inactive,10000
CHEMBL3330743,O=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1,inactive,10000
CHEMBL3330744,N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1,inactive,10000
CHEMBL3330745,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1)C(N)=O,inactive,10000
CHEMBL3330746,CC(C)(C)n1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c2sc(-c3ccc(C=O)s3)cc21,inactive,10000
CHEMBL3330747,CC(C)(C)n1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c2sc(-c3ccc(C=C(C#N)C#N)s3)cc21,inactive,10000
CHEMBL3330748,CC(C)(C)n1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c2sc(-c3ccc(/C=C(\C#N)C(N)=O)s3)cc21,inactive,10000
CHEMBL3330749,COc1ccc(-c2ccc(-c3ccc(C=O)s3)s2)cc1,inactive,10000
CHEMBL3330750,COc1ccc(-c2ccc(-c3ccc(C=C(C#N)C#N)s3)s2)cc1,active,1000
CHEMBL3330751,COc1ccc(-c2cc3c(s2)c2sc(-c4ccc(C=O)s4)cc2n3C(C)(C)C)cc1,active,380
CHEMBL3330752,COc1ccc(-c2cc3c(s2)c2sc(-c4ccc(C=C(C#N)C#N)s4)cc2n3C(C)(C)C)cc1,inactive,10000
CHEMBL3330753,COc1ccc(-c2cc3c(s2)c2sc(-c4ccc(/C=C(\C#N)C(N)=O)s4)cc2n3C(C)(C)C)cc1,active,550
CHEMBL3330754,O=Cc1ccc(-c2ccc(-c3ccc4[nH]ccc4c3)s2)s1,inactive,10000
CHEMBL3330735,CN(C)c1ccc2nc3ccc(N)cc3[s+]c2c1.[Cl-],intermediate,3000
CHEMBL3330736,CNc1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-],intermediate,3000
CHEMBL164,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,intermediate,3000
CHEMBL253570,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12,intermediate,3000
CHEMBL3326698,O=C(NCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2oc1=O,inactive,100000
CHEMBL3326704,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2oc1=O,inactive,100000
CHEMBL3326707,Cc1ccc2oc(=O)c(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,intermediate,5000
CHEMBL3326709,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2cc(OC(F)(F)F)ccc2oc1=O,inactive,24200
CHEMBL3327246,COc1ccc2oc(=O)c(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,inactive,13400
CHEMBL3327247,Cc1ccc2oc(=O)c(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,intermediate,6100
CHEMBL116438,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,inactive,11000
CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,intermediate,4600
CHEMBL3298066,O=C1/C(=C/c2ccc(O)c(O)c2)Oc2c1ccc(O)c2O,intermediate,2700
CHEMBL151,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,intermediate,6400
CHEMBL3297746,COc1c(-c2ccc(O)c(O)c2)oc2c(O)c(O)ccc2c1=O,intermediate,5400
CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,intermediate,3000
CHEMBL2206986,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC(=O)N6CCC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,250
CHEMBL2206995,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C(=O)C(C)C)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,170
CHEMBL2207065,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6COC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,270
CHEMBL2207043,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,210
CHEMBL2207042,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,250
CHEMBL2207069,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CNCCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,91
CHEMBL2206994,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,100
CHEMBL2207044,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CCOC)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,270
CHEMBL2207050,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CCN6CCC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,110
CHEMBL2206992,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6(C)COC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,400
CHEMBL2206993,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CNC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,100
CHEMBL3403815,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,140
CHEMBL3403817,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C7CCC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,120
CHEMBL3403818,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C7COC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,130
CHEMBL3403819,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CCOC)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,68
CHEMBL3403820,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,120
CHEMBL3403822,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C(C)C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,110
CHEMBL3403823,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C7CCC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,210
CHEMBL3403824,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C7COC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,170
CHEMBL3403825,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CCOC)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,86
CHEMBL3403826,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,86
CHEMBL3403827,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CCO)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,120
CHEMBL3403816,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C(C)C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,active,110
CHEMBL576840,O=C(Cc1ccccc1)NC(CSSCC(NC(=O)Cc1ccccc1)C(=O)O)C(=O)O,intermediate,1950
CHEMBL3400292,CNc1ccc(C(=O)NC(CCCCCNC(=O)OCc2ccccc2)C(=O)O)cc1,intermediate,2750
CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,active,500
CHEMBL3582126,C[C@]1(O)c2ccc3c(c2C(=O)c2occ([C@@H](O)CCO)c21)CCC3=O,inactive,95900
CHEMBL3582127,C[C@]1(O)c2ccc3c(c2C(=O)c2occ(CCCO)c21)CCC3=O,inactive,28000
CHEMBL3582128,C[C@]1(O)c2ccc3c(c2C(=O)c2occ(CCO)c21)CCC3=O,inactive,34300
CHEMBL3582129,C[C@@]1(O)c2ccc3c(c2C(=O)c2occ([C@@H](O)CCO)c21)CCC3=O,inactive,71900
CHEMBL3582130,C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)[C@@H](O)C[C@@H]2O)CCC4=O,inactive,10100
CHEMBL3582132,C[C@]12CCC(=O)c3coc(c31)C(=O)C1=C2[C@@H](O)C[C@]2(C)C(=O)CC[C@@H]12,intermediate,1200
CHEMBL3582133,C[C@@]12C(=O)CC[C@H]1C1=C(C[C@H]2O)[C@@]2(C)CC[C@H](O)c3coc(c32)C1=O,inactive,43500
CHEMBL549959,C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)C(=O)C[C@H]2O)CCC4=O,inactive,13400
CHEMBL231160,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,intermediate,5930
CHEMBL3087676,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)=CC1=O,intermediate,3110
CHEMBL3087674,CC(C)Cc1ccc(C(C)C(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)C(C)c3ccc(CC(C)C)cc3)=CC2=O)cc1,intermediate,4830
CHEMBL3593276,CCN1/C(=C/C=C/c2sc3ccc(OCCCO[N+](=O)[O-])cc3[n+]2CC)Sc2ccc(OCCCO[N+](=O)[O-])cc21.O=S(=O)([O-])C(F)(F)F,inactive,26000
CHEMBL3593277,CCN1/C(=C/C=C/c2sc3ccc(OCc4no[n+]([O-])c4C(N)=O)cc3[n+]2CC)Sc2ccc(OCc3no[n+]([O-])c3C(N)=O)cc21.O=S(=O)([O-])C(F)(F)F,inactive,17000
CHEMBL3593280,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(OCc3no[n+]([O-])c3C(N)=O)cc21.[I-],inactive,26000
CHEMBL81782,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],intermediate,3300
CHEMBL3593278,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(OCCCO[N+](=O)[O-])cc21.[I-],intermediate,7700
CHEMBL3593279,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(Oc3no[n+]([O-])c3-c3ccccc3)cc21.[I-],intermediate,1600
CHEMBL3593282,CCCOc1ccc2c(c1)N(CC)/C(=C/C=C/c1sc3ccccc3[n+]1CC)S2.[I-],active,800
CHEMBL3594076,COc1cc(-c2cc(-c3c(O)cccc3O)[nH]n2)ccc1O,intermediate,4300
CHEMBL3594077,Oc1ccc(-c2cc(-c3c(O)cccc3O)[nH]n2)cc1,inactive,15800
CHEMBL3594078,Oc1ccc(-c2cc(-c3c(O)cccc3O)[nH]n2)cc1O,intermediate,1300
CHEMBL3594079,COc1cc(-c2cc(-c3c(O)cccc3O)[nH]n2)cc(OC)c1O,intermediate,2900
CHEMBL116438,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,intermediate,3900
CHEMBL3622510,O=C(O)c1c(O)cc2c([nH]c3ccccc32)c1O,inactive,15000
CHEMBL3621634,Oc1ccc(/C=C/c2ccc(O)c3ncccc23)cc1,intermediate,8500
CHEMBL3622258,CC(C)c1c(NC(=O)/C=C/c2ccc(O)c(O)c2)cc2c(c1[N+](=O)[O-])CC[C@H]1[C@](C)(CNC(=O)/C=C/c3ccc(O)c(O)c3)CCC[C@]21C,intermediate,3960
CHEMBL3740785,C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)NC3=O)C(=O)Nc1c5ccc2c1C=CC(C)(C)O2,inactive,244300
CHEMBL3741682,C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)NC3=O)C(=O)Nc1c5ccc2c1OC=CC(C)(C)O2,inactive,300000
CHEMBL3742121,C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)N(C)C3=O)C(=O)Nc1c5ccc2c1C=CC(C)(C)O2,inactive,300000
CHEMBL3741529,C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)N(C)C3=O)C(=O)Nc1cc2c(cc15)OC(C)(C)C=CO2,inactive,300000
CHEMBL3739748,C[C@H]1CN2C[C@]34C[C@@]5(C(=O)Nc6c5ccc5c6OC=CC(C)(C)O5)C(C)(C)[C@@H]3C[C@@]2(C1)C(=O)N4C,inactive,269500
CHEMBL3741300,C[C@H]1CN2C[C@]34C[C@@]5(C(=O)Nc6c5ccc5c6C=CC(C)(C)O5)C(C)(C)[C@@H]3C[C@@]2(C1)C(=O)N4C,inactive,203700
CHEMBL3741111,CC1=CC[C@@H]2[C@@]3(C)[C@@H](O)CC(=O)OC(C)(C)[C@@H]3CC[C@@]2(C)[C@]12Cc1c(c(C)c(C)oc1=O)O2,inactive,300000
CHEMBL3739499,CC1=CC[C@@H]2[C@@]3(C)C=CC(=O)OC(C)(C)[C@@H]3CC[C@@]2(C)[C@]12Cc1c(c(C)c(C)oc1=O)O2,inactive,300000
CHEMBL3740688,CN1C(=O)[C@@]23CCC(=O)N2C[C@@]12C[C@@]1(C(=O)Nc4c1ccc1c4C=CC(C)(C)O1)C(C)(C)[C@@H]2C3,inactive,186600
CHEMBL3742151,CC(=O)O[C@H]1CC(=O)OC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC=C(C)[C@@]34C[C@]3(OC(C)=C(C)C3=O)C(=O)O4)[C@@]12C,inactive,300000
CHEMBL469159,CC1(C)C=Cc2cc(C(=O)O)ccc2O1,inactive,300000
CHEMBL324842,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,inactive,71900
CHEMBL3740705,COc1cccc(N2N=C(C)CC2=O)c1,inactive,50000
CHEMBL3739861,CC1=NN(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(=O)C1,inactive,50000
CHEMBL3741643,CC1=NN(c2ccc(-n3cccc3)cc2)C(=O)C1,inactive,26000
CHEMBL3741680,CC1=NN(c2cccc(COCc3ccccc3)c2)C(=O)C1,inactive,27000
CHEMBL3741909,CC1=NN(c2ccc(-c3ccccc3)cc2)C(=O)C1,intermediate,5600
CHEMBL3741268,COc1ccc(-c2ccc(N3N=C(C)CC3=O)cc2)cc1,intermediate,3400
CHEMBL3742091,CC1=NN(c2ccc(-c3cccnc3)cc2)C(=O)C1,inactive,14500
CHEMBL3741747,CC1=NN(c2ccc(-n3c(-c4ccccc4)cc4ccccc43)cc2)C(=O)C1,inactive,19600
CHEMBL290916,CC1=NN(c2ccccc2)C(=O)C1,inactive,50000
CHEMBL1880288,CC1=NN(c2ccccc2C)C(=O)C1,inactive,50000
CHEMBL3742311,CC1=NN(c2cccc(C)c2)C(=O)C1,inactive,50000
CHEMBL3740157,CC1=NN(c2ccc(C)cc2)C(=O)C1,inactive,50000
CHEMBL3739456,CC1=NN(c2ccc3ccccc3c2)C(=O)C1,inactive,50000
CHEMBL3740761,CCc1ccccc1N1N=C(C)CC1=O,inactive,50000
CHEMBL3740979,CC1=NN(c2cc(C)ccc2C)C(=O)C1,inactive,50000
CHEMBL3741747,CC1=NN(c2ccc(-n3c(-c4ccccc4)cc4ccccc43)cc2)C(=O)C1,intermediate,3500
CHEMBL3742091,CC1=NN(c2ccc(-c3cccnc3)cc2)C(=O)C1,intermediate,3900
CHEMBL3741268,COc1ccc(-c2ccc(N3N=C(C)CC3=O)cc2)cc1,intermediate,5100
CHEMBL3741909,CC1=NN(c2ccc(-c3ccccc3)cc2)C(=O)C1,inactive,19500
CHEMBL3742036,COc1cc(N2N=C(C)CC2=O)nc(OC)n1,inactive,50000
CHEMBL3740667,CC1=NN(c2cccnc2)C(=O)C1,inactive,50000
CHEMBL3741680,CC1=NN(c2cccc(COCc3ccccc3)c2)C(=O)C1,intermediate,2900
CHEMBL3741643,CC1=NN(c2ccc(-n3cccc3)cc2)C(=O)C1,intermediate,4000
CHEMBL3740581,CC1=NN(c2cccc(N3CCCC3)c2)C(=O)C1,inactive,16800
CHEMBL3739861,CC1=NN(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(=O)C1,intermediate,4000
CHEMBL3740705,COc1cccc(N2N=C(C)CC2=O)c1,inactive,50000
CHEMBL3739947,COc1cc(F)cc(N2N=C(C)CC2=O)c1,inactive,50000
CHEMBL3740346,CC1=NN(c2ccc(C(F)(F)F)cc2)C(=O)C1,inactive,50000
CHEMBL3741408,CC1=NN(c2ccc(C)c(F)c2)C(=O)C1,inactive,50000
CHEMBL3742186,CC1=NN(c2cc(F)ccc2C)C(=O)C1,inactive,50000
CHEMBL28626,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,inactive,30300
CHEMBL66,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,inactive,33000
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,inactive,15300
CHEMBL164,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,inactive,15100
CHEMBL309490,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,inactive,500000
CHEMBL150,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,inactive,75100
CHEMBL503168,O=c1c(O)c(-c2ccccc2O)oc2cc(O)cc(O)c12,inactive,55400
CHEMBL3752685,Cl.Cl.c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,intermediate,8400
CHEMBL3751854,COc1ccc(CC(=O)Nc2nc(-c3ccccc3)cs2)cc1,inactive,10600
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,inactive,11300
CHEMBL3781419,Cc1ccc(-c2cc(NCCNc3cc(-c4cccs4)[nH]n3)n[nH]2)cc1,inactive,29000
CHEMBL3781022,CN(C)c1ccc(-c2cc(NCCNc3cc(-c4ccc(N(C)C)cc4)[nH]n3)n[nH]2)cc1,intermediate,7500
CHEMBL3781026,Fc1ccc(-c2cc(NCCNc3cc(-c4ccc(F)cc4)[nH]n3)n[nH]2)cc1,inactive,40500
CHEMBL3797646,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1,active,71.28
CHEMBL3797706,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1OC,active,22.54
CHEMBL3799558,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)c(OC)c1OC,active,51.81
CHEMBL3798857,O=C(COC(=O)Cc1ccc(O)cc1)Nc1c2c(nc3ccccc13)CCCC2,active,45.29
CHEMBL3797623,O=C(COC(=O)Cc1ccc(Cl)cc1)Nc1c2c(nc3ccccc13)CCCC2,active,77.45
CHEMBL3798989,COc1cc(OC)cc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)c1,active,55.86
CHEMBL3797363,COc1cc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,active,30.74
CHEMBL3799703,COc1ccc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)c(OC)c1OC,active,65.5
CHEMBL3797381,COc1cc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)ccc1O,active,37.36
CHEMBL3800453,O=C(COC(=O)c1ccc(O)c(O)c1)Nc1c2c(nc3ccccc13)CCCC2,active,17.36
CHEMBL3800317,COc1ccc(/C=C/C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1OC,active,49.14
CHEMBL3799950,COc1cc(/C=C/C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,active,45.88
CHEMBL3798813,COc1ccc(/C=C/C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1O,active,46.12
CHEMBL3799175,O=C(COC(=O)/C=C/c1ccc(Cl)cc1)Nc1c2c(nc3ccccc13)CCCC2,active,51.77
CHEMBL3799641,O=C(COC(=O)Cc1c[nH]c2ccccc12)Nc1c2c(nc3ccccc13)CCCC2,active,38.96
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,12.21
CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,intermediate,4100
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,intermediate,3100
CHEMBL3814397,Nc1nc(NCC2CCCCC2)nc2ccccc12,inactive,25000
CHEMBL3815140,CC(C)Nc1nc(N)c2ccccc2n1,inactive,25000
CHEMBL3814981,CCCNc1nc(N)c2ccccc2n1,inactive,25000
CHEMBL3814610,Nc1nc(NCCc2ccccc2)nc2ccccc12,inactive,25000
CHEMBL3814189,Nc1nc(NCc2ccc(F)cc2)nc2ccccc12,inactive,25000
CHEMBL3813837,Nc1nc(NCc2cccc(F)c2)nc2ccccc12,inactive,14700
CHEMBL3814001,Nc1nc(NCc2ccc(Br)cc2)nc2ccccc12,intermediate,1700
CHEMBL3814125,Nc1nc(NCc2cccc(Br)c2)nc2ccccc12,intermediate,2700
CHEMBL3815148,Nc1nc(NCc2ccc(Cl)cc2)nc2ccccc12,intermediate,8100
CHEMBL3814191,Nc1nc(NCc2cccc(Cl)c2)nc2ccccc12,inactive,13400
CHEMBL3814611,Nc1nc(NCc2ccc(C(F)(F)F)cc2)nc2ccccc12,intermediate,5300
CHEMBL3815150,Nc1nc(NCc2cccc(C(F)(F)F)c2)nc2ccccc12,inactive,13800
CHEMBL3814909,COc1ccc(CNc2nc(N)c3ccccc3n2)cc1,inactive,25000
CHEMBL3814324,COc1cccc(CNc2nc(N)c3ccccc3n2)c1,inactive,25000
CHEMBL3813859,Cc1ccc(CNc2nc(N)c3ccccc3n2)cc1,inactive,22500
CHEMBL3814103,Cc1cccc(CNc2nc(N)c3ccccc3n2)c1,inactive,25000
CHEMBL3814134,Nc1nc(NCc2ccccc2)nc2ccccc12,intermediate,8400
CHEMBL410263,O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccccc3)c(O)ccc2c1.[Na+].[Na+],intermediate,8700
CHEMBL3815002,Nc1nc(NCC2CCCCC2)c2ccccc2n1,inactive,25000
CHEMBL3814123,Nc1nc(NCCc2ccccc2)c2ccccc2n1,inactive,25000
CHEMBL3357256,Nc1nc(NCc2ccc(F)cc2)c2ccccc2n1,inactive,25000
