molecule_id,smiles,target_id,predicted_pIC50,ai_status,docking_score,binding_affinity,docking_status,consensus_score,molecular_weight,logp,hbd,hba,psa,rotatable_bonds,lipinski_violations,drug_likeness_score,drug_likeness_status
mol_0,CC(C)CCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)S(C)(=O)=O,default,6.14879413084545,success,-10.24,,success,0.5203995109037874,462.61,3.19,2,5,95.94,12,0,-8.44,success
mol_1,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,default,7.128399585305028,success,-4.44,,success,0.4086999654420857,605.78,2.75,5,8,158.33,15,1,-6.87,success
mol_2,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C1=CCCSC1,default,6.845299048912005,success,-10.69,,success,0.5934415874093337,527.78,3.93,3,5,81.67,8,1,-8.26,success
mol_3,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(N)c2C)cc1,default,7.888660246930013,success,-10.06,,success,0.6593883539108345,539.7,3.63,3,6,121.96,12,1,-7.37,success
mol_4,CCCC1(CCc2ccccc2)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3ccccc3)c2)=C(O)O1,default,5.955169936196392,success,-7.28,,success,0.4055974946830327,533.69,6.91,2,5,92.7,11,2,-6.54,success
mol_5,CC(C)(C)n1c(SC2=C(O)OC(CCc3ccccc3)(c3ccccc3)CC2=O)nc2ccccc21,default,6.970881695595022,success,-6.76,,success,0.47290680796625184,498.65,7.13,1,6,64.35,6,1,-7.36,success
mol_6,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)N1CCC(=O)[C@@H]1Sc1ccccc1,default,6.9186287527487,success,-7.16,,success,0.481885729395725,546.69,5.62,1,6,84.94,9,2,-7.31,success
mol_7,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,default,9.194713293819406,success,-8.84,,success,0.7275594411516172,545.68,3.9,4,6,120.78,10,1,-7.49,success
mol_8,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)Nc1cccc(O)c1,default,5.7293542309385606,success,-4.69,,success,0.3004461859115467,509.56,-0.96,8,8,220.18,14,2,-6.24,success
mol_9,CC(C)(C)OC(=O)N[C@H](CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc1ccccc1.O,default,6.44911107795346,success,-8.29,,success,0.4804259231627883,545.72,3.77,4,6,140.42,12,1,-6.96,success
mol_10,CC(C)(C)NC(=O)c1c(OC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)c2ccc3c(c2)S(=O)(=O)c2ccccc2C3=O)ccc2ccccc12,default,7.367873417012388,success,-2.14,,success,0.351989451417699,790.9,3.89,5,9,211.06,13,1,-5.86,success
mol_11,CC(C)C[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,default,7.486296081868628,success,-5.86,,success,0.48585800682238567,596.77,3.25,5,6,159.85,15,1,-6.86,success
mol_12,Cc1cccc(C)c1OC(C)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CC[C@@H](OCc2ccncc2)C[C@H]1C(=O)NC(C)(C)C,default,7.2578283929591025,success,-3.77,,success,0.3971523660799252,630.83,4.52,3,7,113.02,13,1,-6.87,success
mol_13,O=C1CC(CC2CCCCC2)(c2ccccc2)OC(O)=C1SCc1ccccc1,default,6.641358387799798,success,-8.39,,success,0.49977986564998317,408.56,6.5,1,4,46.53,6,1,-8.68,success
mol_14,CSc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cc2ccc(O)cc2)cc1,default,7.636861164391822,success,-5.77,,success,0.4954050970326518,556.75,4.09,3,6,106.94,13,1,-7.25,success
mol_15,CC(C)[C@H](NC(=O)OCCN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C,default,7.999330146245302,success,-2.63,,success,0.42094417885377516,759.94,3.84,5,9,167.56,19,1,-6.18,success
mol_16,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC(C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(O)c1ccccc1,default,6.136862636543022,success,-5.17,,success,0.3504052197119185,575.71,2.95,6,7,140.15,11,2,-6.74,success
mol_17,CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1cccc2ccccc12)C(=O)NCc1ccccn1,default,8.327189966178054,success,0.11,,success,0.36059916384817114,812.03,4.36,7,9,207.66,21,2,-5.49,success
mol_18,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1COCCN1)S(=O)(=O)c1ccc(O)cc1,default,7.21317624713593,success,-9.34,,success,0.5790980205946609,505.64,1.12,4,7,128.2,11,1,-7.45,success
mol_19,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCS(=O)(=O)C1,default,7.058086523440341,success,-8.24,,success,0.5295072102866951,563.76,2.67,3,7,125.04,8,1,-8.05,success
mol_20,CCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CCc1cc(OC)c(O)cc1OC)S(=O)(=O)c1ccc(OC)cc1,default,7.334033589907542,success,-5.06,,success,0.44650279915896185,600.73,3.54,3,8,134.63,16,1,-6.95,success
mol_21,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@@H]1O,default,9.091480203237646,success,-6.61,,success,0.6446233502698039,544.69,4.51,4,5,107.89,10,1,-7.47,success
mol_22,O=C(NNC(=O)c1ccccc1SSc1ccccc1C(=O)NNC(=O)c1ccccc1S)c1ccccc1S,default,5.458537296312595,success,-1.64,,success,0.17621144135938288,606.78,5.21,6,8,116.4,7,3,-6.3,success
mol_23,Cc1cc(SC2=C(O)OC(C)(CCc3ccc(O)cc3)CC2=O)c(C(C)(C)C)cc1OS(N)(=O)=O,default,8.02912258067918,success,-6.51,,success,0.5527602150565983,521.66,4.78,3,8,136.15,7,1,-7.75,success
mol_24,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@@H]1Cc2ccc(cc2)OCCOc2cc3ccccc3cc2C(=O)N[C@@H](CC(N)=O)C(=O)N1,default,7.2852560955652,success,-5.08,,success,0.4431046746304333,727.9,3.47,5,8,172.32,6,1,-7.07,success
mol_25,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,default,7.201865150189128,success,-2.81,,success,0.36048876251576073,615.73,2.07,6,9,178.56,15,2,-6.57,success
mol_26,O=C(CN[C@@H](Cc1ccccc1)[C@H](O)CN(C1CC1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)N1CCOCC1,default,6.373065078655757,success,-8.6,,success,0.48442208988797975,532.62,1.17,2,8,142.32,12,1,-7.01,success
mol_27,CSc1nccc(-c2ccc(S(=O)(=O)N3CCN(C[C@H](O)C[C@@H](Cc4ccccc4)C(=O)NCc4c(C)cc(O)cc4C)[C@@H](C(=O)NC(C)(C)C)C3)s2)n1,default,7.547509975825743,success,-0.36,,success,0.3076258313188119,795.07,4.77,4,11,165.06,14,2,-5.49,success
mol_28,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,default,7.141264097210919,success,-6.96,,success,0.49377200810090993,546.71,4.45,4,5,107.89,13,1,-7.19,success
mol_29,CC(C)(C)N(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NCc1ccncc1,default,8.169913223691038,success,-3.02,,success,0.44815943530758656,639.76,2.7,5,7,179.64,13,1,-6.38,success
mol_30,CC(C)[C@H](NC(=O)OCCN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCCN1CCOCC1)C(C)C,default,7.698836187587042,success,-3.2,,success,0.4149030156322535,782.98,1.97,5,11,180.03,20,2,-6.25,success
mol_31,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,default,9.091480203237646,success,-7.13,,success,0.6619566836031372,544.69,4.51,4,5,107.89,10,1,-7.47,success
mol_32,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccc2ccccc2n1)C1CCOC1,default,9.147652283420902,success,-2.37,,success,0.5079710236184085,683.89,4.25,4,7,132.89,11,1,-6.52,success
mol_33,CC(C)(C)OC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1,default,6.845458023802706,success,-5.48,,success,0.4197881686502255,582.7,2.05,4,8,160.29,13,1,-7.03,success
mol_34,Nc1ccc(S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)OC2CCCC2)cc1,default,7.565015219930781,success,-5.81,,success,0.49075126832756505,575.68,2.59,3,9,149.65,11,1,-7.1,success
mol_35,CC(C)c1cc(CN2CCN(C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@@H]3CCS(=O)(=O)[C@@H]3C(C)C)[C@H](C(=O)NC(C)(C)C)C2)cc(C(C)C)n1,default,8.177107126161571,success,-2.38,,success,0.42742559384679757,728.01,4.64,3,9,141.17,13,1,-6.15,success
mol_36,CC(C)(C)OC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,default,9.55780814351832,success,-3.92,,success,0.5938173452931934,658.8,2.87,6,7,180.08,14,2,-6.45,success
mol_37,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)OCc1ccccc1)NC(N)=O,default,7.053870729864692,success,-5.51,,success,0.438155894155391,588.71,3.02,5,6,159.85,13,1,-6.85,success
mol_38,Nc1ccc(S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NCC(=O)N2CCOCC2)C2CC2)cc1,default,6.112003061306994,success,-8.21,,success,0.4496669217755828,502.64,0.84,3,7,125.2,11,1,-7.39,success
mol_39,CCCC1(CCC)CC(=O)C(C(c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)C(C)(C)C)=C(O)O1,default,6.115511015128472,success,-7.06,,success,0.4116259179273727,503.67,5.45,2,7,110.52,9,2,-7.39,success
mol_40,CC(C)CCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)S(=O)(=O)c1ccc(Cl)cc1,default,7.140087254831134,success,-4.29,,success,0.40467393790259454,559.13,5.28,2,5,95.94,13,2,-6.85,success
mol_41,CC(C)(c1cc2cnccc2o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,default,9.370579431683856,success,-1.87,,success,0.5098816193069879,723.79,3.95,4,9,140.4,12,1,-5.97,success
mol_42,Cc1cc(SC2=C(O)OC(CCc3ccc(O)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1ccc(F)cc1,default,8.339759529820842,success,-3.23,,success,0.46931329415173684,627.8,7.77,3,7,112.93,9,2,-6.17,success
mol_43,Cc1ccc(S(=O)(=O)c2c(C(N)=O)[nH]c3ccc(Cl)cc23)cc1,default,6.8381458230565535,success,-10.57,,success,0.5888454852547128,348.81,3.06,2,3,93.02,3,0,-9.93,success
mol_44,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc(Br)cs2)CCN1C[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,default,9.565763328067687,success,-4.52,,success,0.6144802773389739,698.73,3.69,4,8,118.03,11,1,-6.74,success
mol_45,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCNC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2cccc3ccccc23)NC1=O,default,8.356988305186421,success,0.1,,success,0.36308235876553513,1144.49,4.86,7,10,244.32,12,2,-5.45,success
mol_46,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCC(O)CO,default,8.668424822837506,success,-5.43,,success,0.5700354019031255,585.74,2.34,6,7,157.22,15,2,-6.77,success
mol_47,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccc(C(C)(C)NC(=O)OC(C)(C)C)c2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O,default,7.499644105122626,success,-0.62,,success,0.31230367542688553,770.03,5.23,5,8,143.47,13,2,-5.71,success
mol_48,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1CCc2ccccc21,default,7.453916025701207,success,-7.3,,success,0.5311596688084339,528.69,5.54,3,4,87.66,10,2,-7.23,success
mol_49,CC(C)(c1ncc(-c2ccc(Cl)cc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2nnc(-c3ccccc3)o2)C(=O)N[C@H]2CCOC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,default,10.089001233930944,success,-1.91,,success,0.5636666666666666,804.27,3.82,4,12,179.32,14,2,-5.7,success
mol_50,CN(C)c1ccc(CNC(=O)[C@@H](NC(=O)c2ccccc2-c2ccccc2)[C@@H]2N[C@@H](C(=O)NCCNC(=O)[C@@H]3N[C@@H]([C@H](NC(=O)c4ccccc4-c4ccccc4)C(=O)NCc4ccc(N(C)C)cc4)SC3(C)C)C(C)(C)S2)cc1,default,7.56567623757531,success,0.59,,success,0.2971396864646092,1117.46,6.53,8,12,205.14,21,4,-4.57,success
mol_51,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(F)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,default,7.219677919369822,success,0.09,,success,0.2683064932808185,769.92,5.65,5,8,158.33,19,2,-5.16,success
mol_52,Cc1cc(SC2=C(O)OC(CCc3ccc(O)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1cccnc1,default,8.30513283501502,success,-3.08,,success,0.4614277362512516,610.8,7.03,3,8,125.82,9,2,-6.24,success
mol_53,CCNC(=O)Nc1cccc(C(c2c(O)c3c(oc2=O)CCCCCC3)C2CC2)c1,default,4.976330883473573,success,-8.12,,success,0.3520275736227978,410.51,4.69,3,4,91.57,5,0,-9.11,success
mol_54,CC1(C)S[C@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)NCCO,default,7.006989308476825,success,-3.59,,success,0.3702491090397354,675.85,1.43,7,8,168.89,16,2,-6.12,success
mol_55,CC1(C)CC2(CC(C)(C)c3ccc(O)c([N+](=O)[O-])c32)c2cc(O)c([N+](=O)[O-])cc21,default,4.412837267730069,success,-8.87,,success,0.33006977231083906,398.42,4.56,2,6,126.74,2,0,-9.11,success
mol_56,CC(C)[C@H](NC(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1ccccn1)C(C)C,default,8.70231099735735,success,-3.26,,success,0.5005259164464457,795.0,3.69,6,8,189.12,19,2,-5.64,success
mol_57,COC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(C)C,default,7.466534294977939,success,-0.87,,success,0.3178778579148283,861.05,-1.23,9,12,287.69,25,3,-5.16,success
mol_58,O=C(N[C@H](Cc1cccc(Br)c1)[C@@H](O)C[C@@H](CCc1ccc(Cl)cc1Cl)S(=O)(=O)c1ccc(F)cc1)[C@H]1CCCO1,default,6.930045851545543,success,-3.25,,success,0.3525038209621286,687.46,6.33,2,5,92.7,12,2,-6.08,success
mol_59,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CS(=O)(=O)c1ccc(F)cc1)NS(C)(=O)=O)C(=O)NC(C)(C)C,default,8.056523370313167,success,-4.01,,success,0.47171028085943056,642.82,2.07,4,7,161.98,14,1,-6.77,success
mol_60,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS(=O)(=O)c1cccc2ccccc12)NS(C)(=O)=O,default,8.408897032560477,success,-2.98,,success,0.4667414193800397,679.86,3.39,4,7,158.74,13,1,-6.13,success
mol_61,CC(C)(C)OC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1,default,6.845458023802706,success,-5.55,,success,0.42212150198355886,582.7,2.05,4,8,160.29,13,1,-7.03,success
mol_62,Cc1cc(SC2=C(O)OC(C)(CCc3ccc(O)cc3)CC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1,default,8.215863562138873,success,-3.38,,success,0.46398863017823944,649.75,8.02,3,7,112.93,8,2,-6.21,success
mol_63,CC(=O)N[C@@H](CS(=O)(=O)c1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C,default,7.957747212008518,success,-5.01,,success,0.49681226766737646,593.75,2.82,4,6,141.67,12,1,-6.98,success
mol_64,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,default,7.4728733794763755,success,-5.44,,success,0.470739448289698,563.78,4.57,3,5,90.9,10,1,-7.52,success
mol_65,CCOC(=O)NC(C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OCCOC)C(C)C)C(C)C,default,7.097439965983393,success,-3.37,,success,0.3704533304986161,663.86,3.16,5,9,167.56,19,1,-6.44,success
mol_66,CC(C)(C)NC(=O)C1(CCc2ccccc2)OC(O)=C(CCc2ccccc2)C1=O,default,5.253117426915668,success,-8.63,,success,0.392093118909639,407.51,4.27,2,4,75.63,7,0,-9.17,success
mol_67,C[C@H]1[C@@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2C[C@H]3CCC[C@H]3C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,default,7.638294851566111,success,-7.99,,success,0.5695245709638426,563.76,2.67,3,7,125.04,8,1,-8.07,success
mol_68,COc1cc(/C=C/C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(SC)cc2)ccc1O,default,7.682022435586263,success,-5.56,,success,0.49216853629885526,598.79,4.57,3,7,116.17,14,1,-6.79,success
mol_69,CC1(C)CC2(CC(C)(C)c3c(Br)c(O)c(O)c(Br)c32)c2c(Br)c(O)c(O)c(Br)c21,default,5.399886027248775,success,-3.18,,success,0.22265716893739795,656.0,7.21,4,4,80.92,0,2,-7.25,success
mol_70,O=C(N[C@H]1CCOC[C@H]1O)[C@H](Cc1nnco1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccc(Cl)cc3)o2)C[C@H]1C(=O)NCC(F)(F)F,default,10.156783129210952,success,-2.71,,success,0.5903333333333334,699.13,2.02,4,11,166.43,13,2,-6.3,success
mol_71,CC(C)(C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1,default,7.327018474561295,success,-5.11,,success,0.4475848728801079,595.7,1.15,5,7,180.16,12,1,-6.74,success
mol_72,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@]1(Cc2ccccc2)CCN([C@H]2c3ccccc3C[C@H]2O)C1=O,default,6.879798789252049,success,-5.41,,success,0.42031656577100407,570.73,4.99,3,5,99.1,9,1,-7.46,success
mol_73,Cc1cc(SC2=C(O)OC(CCc3ccccc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1OS(=O)(=O)c1ccccn1,default,8.137500482288266,success,-4.32,,success,0.48879170685735546,595.78,7.29,1,8,102.79,9,2,-6.41,success
mol_74,COc1cc(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)ccc1O,default,7.86439248432296,success,-5.63,,success,0.50969937369358,555.7,2.96,4,7,142.19,13,1,-7.08,success
mol_75,CN(C(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)[C@H]1c2ccccc2C[C@H]1O,default,7.373463190827415,success,-5.3,,success,0.457788599235618,558.72,4.85,3,5,99.1,10,1,-7.35,success
mol_76,C[C@H](O)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(O)cc(O)c1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,default,8.053155725362616,success,-5.25,,success,0.5127629771135513,582.6,2.89,5,7,147.4,11,1,-6.98,success
mol_77,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccc2ccccc2n1)C1CCCC1,default,8.379360567871116,success,-1.71,,success,0.42194671398925965,681.92,5.41,4,6,123.66,11,2,-6.17,success
mol_78,CC1=C(C(COC(=O)c2ccccc2)OC(=O)c2ccccc2)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)c(CCC(=O)O)c4C)C(C(COC(=O)c1ccccc1)OC(=O)c1ccccc1)=C3C,default,5.177861915969531,success,1.22,,success,0.09815515966412762,1047.13,10.99,4,12,237.16,18,3,-4.51,success
mol_79,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)NC1c2ccccc2C[C@H]1O,default,9.381215091729826,success,-1.04,,success,0.48310125764415224,650.82,6.09,4,6,117.12,13,2,-5.67,success
mol_80,CC(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(C)=O,default,5.694447521691894,success,-9.69,,success,0.4642039601409912,354.45,1.84,3,3,78.43,8,0,-9.68,success
mol_81,O=S1(=O)N(Cc2ccccc2)[C@H](CCc2ccccc2)[C@H](O)[C@@H](O)[C@@H](CCc2ccccc2)N1Cc1ccccc1,default,6.218341276235002,success,-4.74,,success,0.3428617730195835,570.76,4.97,2,4,81.08,10,1,-7.02,success
mol_82,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(O)cc1)C(=O)NC1c2ccccc2C[C@@H]1O,default,9.56298307956535,success,-4.24,,success,0.6049152566304459,560.69,4.21,5,6,128.12,10,1,-7.26,success
mol_83,CCOC(=O)NC(C(=O)NN(CC1CCCCC1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C(NC(=O)OC)C(C)C)C(C)C,default,7.173628135512108,success,-4.37,,success,0.41013567795934236,619.8,3.14,5,8,158.33,16,1,-6.7,success
mol_84,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)OC1CCCC1,default,8.912428073868016,success,-4.4,,success,0.5560356728223347,556.7,4.65,4,5,107.89,11,1,-7.13,success
mol_85,C=CCN(C(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)[C@@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)C(C)C)[C@@H](C)CC,default,6.983993484988378,success,-5.28,,success,0.42466612374903157,602.77,3.37,3,7,143.14,15,1,-6.76,success
mol_86,CC(C)[C@H](NS(=O)(=O)CCc1ccncc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NS(=O)(=O)CCc1ccncc1)C(C)C,default,8.191367819622187,success,-2.4,,success,0.42928065163518225,837.08,2.33,6,10,216.78,23,2,-5.89,success
mol_87,COc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(C[C@H](C)O)S(=O)(=O)c2ccc(C(F)(F)F)cc2)cc(OC)c1O,default,7.712125815464993,success,-4.24,,success,0.4506771512887494,626.65,3.2,4,8,145.63,13,1,-6.77,success
mol_88,O=C1CC(CCc2ccccc2)(c2ccccc2)OC(O)=C1SCCc1ccccc1,default,6.513091301286938,success,-7.78,,success,0.4687576084405782,430.57,6.21,1,4,46.53,8,1,-8.17,success
mol_89,C[C@H](C1=C(O)[C@@](CCc2ccccc2)(C(=O)NCc2ccc(C(C)(C)C)cc2)OC1=O)c1ccccc1,default,5.500973056682327,success,-7.25,,success,0.3667477547235273,497.64,6.14,2,4,75.63,8,1,-7.64,success
mol_90,CC(C)=CCCC(C)C1=C(O)C(C)(C(=O)NC(C)(C)C)OC1=O,default,5.567366441195968,success,-9.69,,success,0.453613870099664,323.43,3.41,2,4,75.63,5,0,-9.54,success
mol_91,C[C@H](O)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(O)cc1O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,default,7.604049311526595,success,-4.57,,success,0.4526707759605496,559.6,1.78,5,9,190.54,12,1,-6.93,success
mol_92,COc1cccc(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(SC)cc2)c1,default,7.305016757390606,success,-5.35,,success,0.45375139644921714,570.78,4.39,2,6,95.94,14,1,-7.26,success
mol_93,O=c1c(CCCOc2cccc(CO)c2)c(O)oc2ccccc12,default,5.159999625008813,success,-11.31,,success,0.47366663541740106,326.35,3.0,2,5,79.9,6,0,-9.65,success
