smiles,pIC50
S=C(NCN1CCOCC1)Nc1ccc(Br)cn1,5.0
CCc1cc(NCc2ccc3ccccc3c2)c(O)nc1C,6.339998279897117
O=c1[nH]c2c(c(=O)[nH]1)CNc1ccccc1S2,4.0
C=C(C)CN1Cc2cccc3[nH]c(=O)n(c23)C(C)C1,4.493494967595128
C=C(C)CN1Cc2cccc3[nH]c(=O)n(c23)C(C(C)C)C1,4.899629454882437
CCc1cc(NCc2nc3ccccc3s2)c(O)nc1C,6.459996055149973
CC1C(C)n2c(S)nc3cccc(c32)CN1CC1CC1,4.872895201635193
CC1Cn2c(S)nc3cc(Cl)cc(c32)CN1CC1CC1,7.468521082957745
CCCN1Cc2cccc3[nH]c(=S)n(c23)CC1C,5.777283528852417
CCc1cc(NCc2cc3ccccc3s2)c(O)nc1C,6.299997602857746
CCc1cc(NCc2cnc3ccccc3c2)c(O)nc1C,6.470005326930858
CCc1cc(NCc2cccc3ccccc23)c(O)nc1C,5.679999195735272
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,9.1249387366083
CC(C)=CCN1Cc2cccc3[nH]c(=S)n(c23)C(C)C1C,5.653647025549361
CC(=O)OCCOCn1c2c(c(=O)n(C)c1=O)CNc1ccccc1S2,4.0
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,4.638272163982407
S=C(NCN1CCCCC1)Nc1ccc(Br)cn1,5.236572006437063
CC(C)=CCN1CCn2c(=S)[nH]c3ccc(Cl)c(c32)C1,7.337242168318426
O=c1[nH]c(=O)n(COCCO)c2c1CNc1ccccc1S2,4.0
CCc1cc(NCc2c[nH]c3ccccc23)c(O)nc1C,4.65000002688118
CCc1cc(NCc2cccnc2)c(O)nc1C,3.5200000029339815
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,7.6777807052660805
CC1Cn2c(S)nc3cccc(c32)CN1CC1CC1,7.221848749616356
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,6.638272163982407
Fc1ccc(CC/N=C(\S)Nc2ccc(Br)cn2)cc1,5.1938200260161125
CC(C)=CCN1Cc2cc(Cl)cc3nc(O)n(c23)CC1C,6.7447274948966935
O=c1[nH]c(=O)n(COCCO)c2c1C(c1ccccc1)Nc1ccccc1S2,4.0
O=c1[nH]c(=O)n(COCCO)c2c1C(c1ccc([N+](=O)[O-])cc1)Nc1ccccc1S2,4.0
CC(C)=CCN1[C@H](C)Cn2c(S)nc3cc(Cl)cc(c32)[C@@H]1C,6.318758762624412
CCc1cc(NCc2cc3ccncc3o2)c(O)nc1C,3.9800000199290153
CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)[nH]c1=O,6.096910013008056
CCc1cc(NCc2ccoc2)c(O)nc1C,3.839999991210369
Fc1cccc(CC/N=C(\S)Nc2ccc(Br)cn2)c1,6.154901959985743
CC(C)=CCN1CCn2c(=S)[nH]c3ccc(Cl)c(c32)C1C,7.920818753952375
CCc1cc(NCc2nc3ccccc3o2)c(O)nc1C,6.679999195735272
CC(=O)OCCOCn1c2c(c(=O)[nH]c1=O)CNc1ccccc1S2,4.939302159646388
CC(C)=CCN1CCn2c(=O)[nH]c3cc(Cl)cc(c32)C1C,6.795880017344075
CC(C)=CCN1[C@H](C)Cn2c(=S)[nH]c3cccc(c32)[C@H]1C,7.376750709602099
S=C(NCCC1=CCCCC1)Nc1ccc(Cl)cn1,5.431798275933005
CC(C)=CCN1Cc2cc(Cl)cc3nc(S)n(c23)CC1C,7.366531544420414
CC(C)=CCN1Cc2cccc3[nH]c(=S)n(c23)C[C@@H]1C,7.013228265733755
CCc1cc(NCc2ccccc2)c(O)nc1C,5.269999835325842
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,5.823908740944319
CCOCCOCn1c2c(c(=O)[nH]c1=O)CNc1ccccc1S2,6.1938200260161125
CCc1cc(NCc2cc3cnccc3o2)c(O)nc1C,4.489999942195333
CC(C)=CCN1Cc2cccc3nc(O)n(c23)C(C)C1C,4.246416941107094
CC(C)=CCN1[C@H](C)Cn2c(O)nc3cc(Cl)cc(c32)[C@@H]1C,6.638272163982407
CSCSc1cc(Cc2ccccc2)c(C(C)C)c(O)n1,5.251811972993799
CC(C)=CCN1CC(C)n2c(S)nc3cccc(c32)C1C,4.58838029403677
S=C(NCCc1ccccc1Cl)Nc1ccc(Br)cn1,6.154901959985743
CCc1cc(NCc2ccco2)c(O)nc1C,4.539999925177879
COc1ccc(OC)c(CCNC(=S)Nc2ccc(Br)cn2)c1,7.0
Fc1ccccc1CC/N=C(\S)Nc1ccc(Br)cn1,6.221848749616356
CC(C)=CCN1Cc2cccc3nc(O)n(c23)CC1C,5.478861916295964
CCOCn1c2c(c(=O)[nH]c1=O)CNc1ccccc1S2,4.29929628285498
CC(C)=CCN1CCn2c(=O)[nH]c3cccc(c32)C1C,4.91721462968355
CC(C)=CCN1[C@H](C)Cn2c(=S)[nH]c3cccc(c32)[C@@H]1C,5.939302159646388
CCCN1Cc2cccc3[nH]c(=O)n(c23)CC1C,4.224025668870631
CCc1cc(NCc2nc3ccccc3[nH]2)c(O)nc1C,5.119999756699334
CCc1cc(NCc2cc3ccccc3o2)c(O)nc1C,6.480001470881152
CSCSc1cc(Cc2cc(C)cc(C)c2)c(C(C)C)c(O)n1,5.154901959985743
CC(C)=CCN1Cc2c(Cl)ccc3[nH]c(=S)n(c23)C[C@@H]1C,8.301029995663981
CC(=O)OCCOCn1c2c(c(=O)[nH]c1=O)C(=O)Nc1ccccc1S2,4.0
CCc1cc(NCc2cc3ccccc3[nH]2)c(O)nc1C,5.359999833093897
C=C(C)CN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C(C)C1,6.173925197299173
CC(C)=CCN1CCn2c(=S)[nH]c3cccc(c32)C1C,7.107905397309519
CC(=O)OCCOCn1c2c(c(=O)[nH]c1=O)CN(C)c1ccccc1S2,4.8326826652518236
CCCN1CCn2c(=S)[nH]c3cccc(c32)C1C,5.614393726401688
CCc1cc(NCc2ccccn2)c(O)nc1C,4.820000071285178
CC(C)=CCN1CCn2c(=O)[nH]c3ccc(Cl)c(c32)C1C,6.838631997765025
C=C(C)CN1Cc2cccc3nc(S)n(c23)CC1C,7.585026652029182
S=C(NCCc1ccccn1)Nc1ccc(Br)cn1,6.096910013008056
CC(C)=CCN1CCn2c(=S)[nH]c3cc(Cl)cc(c32)C1,6.795880017344075
CC1CN(CC2CC2)Cc2cc(Cl)cc3[nH]c(=S)n1c23,5.661543506395395
C=C(C)CN1Cc2cccc3[nH]c(=O)n(c23)C(CCC)C1,4.317854923626168
C=C(C)CN1Cc2cccc3[nH]c(=O)n(c23)CC1C,4.459670525209126
CC(C)=CCN1CCn2c(=S)[nH]c3cc(Cl)cc(c32)C1C,7.638272163982407
CCc1cc(NCc2ccc3ccccc3n2)c(O)nc1C,6.279997898282849
CC(=O)OCCOCn1c2c(c(=O)[nH]c1=O)C(c1ccccc1)Nc1ccccc1S2,4.0
CN1N=C(N)c2cn(C3C[C@@H](O)[C@@H](CO)O3)c3ncnc1c23,4.0
CN1N=C(N)c2cn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c3ncnc1c23,7.3979400086720375
CN1N=C(N)c2cn([C@H]3C=C[C@@H](CO)O3)c3ncnc1c23,4.0
