smiles,pIC50
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,4.698970004336019
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,4.698970004336019
COc1cc2c(Nc3ccc(Oc4ccccc4)cc3)c(C#N)cnc2cc1OCCCN1CCOCC1,6.0
COc1cc2c(Nc3ccc(Sc4nccn4C)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,6.0
CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)C[C@H]1O)OC,5.823908740944319
CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)O[C@@H]1[C@H](O)[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)OC,5.107905397309519
CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)O[C@@H]1[C@H](O)[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)OC,5.301029995663981
CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)O[C@@H]1[C@H](O)[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)OC,4.494850021680094
CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)C[C@H]1O)OC,4.903089986991944
CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)O[C@@H]1[C@H](O)[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)OC,5.040958607678906
CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](CO)[C@@H]1O)n1ccnc1,4.823908740944319
CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)C[C@H]1O)n1ccnc1,4.425968732272281
CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)O[C@@H]1[C@H](O)[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)OC,5.301029995663981
CCCCCCCCCCCCCCCC(=O)C[C@H](COP(=O)(O)O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)C[C@H]1O)C(=O)CCCCCCCCCCCCCCC,4.562249437179612
CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)O[C@@H]1[C@H](O)[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)OC,5.107905397309519
CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)C[C@H]1O)OC,5.823908740944319
CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)O[C@@H]1[C@H](O)[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)n1ccnc1,4.688246138944246
CN(C)c1ccc(O)c(C(=O)c2ccc(C(=O)N[C@@H]3CCCNC[C@H]3NC(=O)c3ccncc3)cc2)c1.Cl.Cl.Cl,7.638272163982407
CC1(C)CCCNC1c1ccc(O)c(C(=O)c2ccc(C(=O)N[C@@H]3CCCNC[C@H]3NC(=O)c3ccncc3)cc2)c1F.Cl.Cl.Cl,6.1249387366083
Cl.Cl.Cl.O=C(N[C@@H]1CCCNC[C@H]1NC(=O)c1ccncc1)c1ccc(C(=O)c2cc(N3CCCCC3)ccc2O)cc1,7.698970004336019
CC1(C)CCCN(c2ccc(O)c(C(=O)c3ccc(C(=O)N[C@@H]4CCCNC[C@H]4NC(=O)c4ccncc4)cc3)c2)C1.Cl.Cl.Cl,7.698970004336019
CC1(C)CCN(c2ccc(O)c(C(=O)c3ccc(C(=O)N[C@@H]4CCCNC[C@H]4NC(=O)c4ccncc4)cc3)c2)CC1.Cl.Cl.Cl,7.3979400086720375
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n(C2CCCC2)c1=O,5.0
COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CN5CCN(C)CC5)cn4)sc23)c(Cl)cc1Cl,5.0
Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnc(NC2CCCC2)c1C#N,4.301029995663981
COc1cc(Nc2c(C#N)cnc3cc4cc(OCCN5CCOCC5)c(OC)cc4cc23)c(Cl)cc1Cl,5.0
O=C(NC1CC1)c1cc(NCc2cnc(Nc3ccccn3)s2)c(F)cc1F,5.301029995663981
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,4.301029995663981
Clc1ccc(C2(c3ccc(-c4ncnc5[nH]cnc45)cc3)CCNCC2)cc1,5.221848749616356
Clc1ccc(C2(c3ccc(-c4ncnc5[nH]cnc45)cc3)CCNCC2)cc1,5.721246399047171
O=C(NCc1ccncc1)c1ccc2c(c1)Cc1c(-c3ccc(-c4ccc(O)cc4)cc3)n[nH]c1-2,5.801342913045577
O=C(N[C@H]1CC[C@H](O)CC1)c1ccc2c(c1)Cc1c(-c3ccc(-c4ccc(O)cc4)cc3)n[nH]c1-2,5.3535962737769305
NCC(O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,6.0
NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,8.0
NC[C@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,6.017728766960431
NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,5.958607314841775
